ticker,date,adj_close,ret_1d,log_ret_1d,Volume,filed,Assets,Liabilities,StockholdersEquity,Revenues,NetIncomeLoss,OperatingIncomeLoss,EarningsPerShareBasic,CommonStockSharesOutstanding,price_open,price_close,price_avg,price_min,price_max,price_volume
COIN,2025-02-03,284.4100036621094,-0.0237530746202115,-0.0240397272521114,9517700,2024-10-30,290558608000.0,281830486000.0,8728122000.0,1205193000.0,75495000.0,169513000.0,0.3,,,,284.4100036621094,,,9517700
COIN,2025-03-03,205.75,-0.045774952883304,-0.0468557369083397,15997800,2025-02-13,22541951000.0,12265109000.0,10276842000.0,6564028000.0,2579066000.0,2307160000.0,10.42,,,,205.75,,,15997800
COIN,2025-04-01,174.52000427246094,0.0132962236644571,0.013208604695682,5489700,2025-02-13,22541951000.0,12265109000.0,10276842000.0,6564028000.0,2579066000.0,2307160000.0,10.42,,,,174.52000427246094,,,5489700
COIN,2025-05-01,201.3000030517578,-0.0078367408086834,-0.007867609440677,6243200,2025-02-13,22541951000.0,12265109000.0,10276842000.0,6564028000.0,2579066000.0,2307160000.0,10.42,,,,201.3000030517578,,,6243200
COIN,2025-06-02,246.72000122070312,0.0004055068749315,0.0004054246792386,6188000,2025-05-08,21731006000.0,11262766000.0,10468240000.0,2034295000.0,65608000.0,705806000.0,0.26,,,,246.72000122070312,,,6188000
COIN,2025-07-01,335.3299865722656,-0.0432537421453085,-0.0442170659934164,13132100,2025-05-08,21731006000.0,11262766000.0,10468240000.0,2034295000.0,65608000.0,705806000.0,0.26,,,,335.3299865722656,,,13132100
COIN,2025-08-01,314.69000244140625,-0.1669578719127773,-0.1826710641598717,31342200,2025-07-31,23476038000.0,11381149000.0,12094889000.0,1497208000.0,1428900000.0,-24650000.0,5.6,,,,314.69000244140625,,,31342200
COIN,2025-09-02,303.5599975585937,-0.0032180040678747,-0.0032231929779112,6814900,2025-07-31,23476038000.0,11381149000.0,12094889000.0,1497208000.0,1428900000.0,-24650000.0,5.6,,,,303.5599975585937,,,6814900
COIN,2025-10-01,346.1700134277344,0.0257193500385934,0.025394171356162,8843900,2025-07-31,23476038000.0,11381149000.0,12094889000.0,1497208000.0,1428900000.0,-24650000.0,5.6,268736000.0,,,346.1700134277344,,,8843900
COIN,2025-11-03,330.4200134277344,-0.0388620204753082,-0.0396373012083574,9341700,2025-10-30,31351367000.0,15328143000.0,16023224000.0,1868693000.0,432552000.0,480532000.0,1.65,268736000.0,,,330.4200134277344,,,9341700
COIN,2025-12-01,259.8399963378906,-0.0475771960921572,-0.0487462210317109,12119300,2025-10-30,31351367000.0,15328143000.0,16023224000.0,1868693000.0,432552000.0,480532000.0,1.65,268736000.0,,,259.8399963378906,,,12119300
COIN,2026-01-02,236.52999877929688,0.045944987254316,0.0449207708125307,8760200,2025-10-30,31351367000.0,15328143000.0,16023224000.0,1868693000.0,432552000.0,480532000.0,1.65,268736000.0,,,236.52999877929688,,,8760200
COIN,2026-02-02,187.8600006103516,-0.035329180901425,-0.0359683559429524,12288700,2025-10-30,31351367000.0,15328143000.0,16023224000.0,1868693000.0,432552000.0,480532000.0,1.65,268736000.0,,,187.8600006103516,,,12288700
GOOG,2022-01-03,143.9945068359375,-0.0045355301741348,-0.004545846897474,25214000,2021-10-27,347403000000.0,102836000000.0,244567000000.0,,18936000000.0,21031000000.0,28.44,664682000.0,,,143.9945068359375,,,25214000
GOOG,2022-02-01,136.85205078125,0.0160646947173277,0.0159370230319475,51204000,2021-10-27,347403000000.0,102836000000.0,244567000000.0,257637000000.0,18936000000.0,21031000000.0,28.44,664682000.0,,,136.85205078125,,,51204000
GOOG,2022-03-01,133.16920471191406,-0.005360019730106,-0.0053744361738844,24640000,2022-02-02,359268000000.0,107633000000.0,251635000000.0,257637000000.0,76033000000.0,78714000000.0,113.88,662121000.0,,,133.16920471191406,,,24640000
GOOG,2022-04-01,139.65257263183594,0.0075222874129823,0.0074941360957436,23480000,2022-02-02,359268000000.0,107633000000.0,251635000000.0,257637000000.0,76033000000.0,78714000000.0,113.88,662121000.0,,,139.65257263183594,,,23480000
GOOG,2022-05-02,116.28484344482422,0.0190533186705741,0.0188740773766881,30280000,2022-04-27,357096000000.0,103092000000.0,254004000000.0,,16436000000.0,20094000000.0,24.9,658763000.0,,,116.28484344482422,,,30280000
GOOG,2022-06-01,113.28733825683594,0.0008594607444962,0.0008590916195943,28630000,2022-04-27,357096000000.0,103092000000.0,254004000000.0,,16436000000.0,20094000000.0,24.9,658763000.0,,,113.28733825683594,,,28630000
GOOG,2022-07-01,108.26895904541016,-0.0026651997982706,-0.0026687577664564,31028000,2022-04-27,357096000000.0,103092000000.0,254004000000.0,,16436000000.0,20094000000.0,24.9,658763000.0,,,108.26895904541016,,,31028000
GOOG,2022-08-01,114.62032318115234,-0.0099452183634203,-0.0099950023979812,22856200,2022-07-27,355185000000.0,99766000000.0,255419000000.0,,16002000000.0,19453000000.0,1.22,13078000000.0,,,114.62032318115234,,,22856200
GOOG,2022-09-01,109.72703552246094,0.0128264021278299,0.0127448405196473,22784400,2022-07-27,355185000000.0,99766000000.0,255419000000.0,,16002000000.0,19453000000.0,1.22,13078000000.0,,,109.72703552246094,,,22784400
GOOG,2022-10-03,98.56077575683594,0.0327612114266198,0.032236003131837,24840000,2022-07-27,355185000000.0,99766000000.0,255419000000.0,,16002000000.0,19453000000.0,1.22,13078000000.0,,,98.56077575683594,,,24840000
GOOG,2022-11-01,89.82627868652344,-0.0439468056244988,-0.0449417248265328,43220600,2022-10-26,358255000000.0,104629000000.0,253626000000.0,,13910000000.0,17135000000.0,1.07,12971000000.0,,,89.82627868652344,,,43220600
GOOG,2022-12-01,100.5260238647461,-0.0016758263302032,-0.0016772320979156,21771500,2022-10-26,358255000000.0,104629000000.0,253626000000.0,,13910000000.0,17135000000.0,1.07,12971000000.0,,,100.5260238647461,,,21771500
GOOG,2023-01-03,89.03224182128906,0.0109319213454703,0.0108725998338134,20738500,2022-10-26,358255000000.0,104629000000.0,253626000000.0,,13910000000.0,17135000000.0,1.07,12971000000.0,,,89.03224182128906,,,20738500
GOOG,2023-02-01,100.6749267578125,0.015620293035004,0.0154995519750757,26392600,2022-10-26,358255000000.0,104629000000.0,253626000000.0,,13910000000.0,17135000000.0,1.07,12971000000.0,,,100.6749267578125,,,26392600
GOOG,2023-03-01,89.83621978759766,0.0023256483060671,0.0023229481716105,26323900,2023-02-03,365264000000.0,109120000000.0,256144000000.0,,59972000000.0,74842000000.0,4.59,12849000000.0,,,89.83621978759766,,,26323900
GOOG,2023-04-03,104.12902069091795,0.0087501043975577,0.0087120440940188,20719900,2023-02-03,365264000000.0,109120000000.0,256144000000.0,,59972000000.0,74842000000.0,4.59,12849000000.0,,,104.12902069091795,,,20719900
GOOG,2023-05-01,106.9081802368164,-0.0047125449170208,-0.0047236839661089,20926300,2023-04-26,369491000000.0,108597000000.0,260894000000.0,,15051000000.0,17415000000.0,1.18,12722000000.0,,,106.9081802368164,,,20926300
GOOG,2023-06-01,123.44415283203124,0.0081057447129979,0.0080730696162269,25017700,2023-04-26,369491000000.0,108597000000.0,260894000000.0,,15051000000.0,17415000000.0,1.18,12722000000.0,,,123.44415283203124,,,25017700
GOOG,2023-07-03,119.66251373291016,-0.0033892405417192,-0.0033949970278685,13888300,2023-04-26,369491000000.0,108597000000.0,260894000000.0,,15051000000.0,17415000000.0,1.18,12722000000.0,,,119.66251373291016,,,13888300
GOOG,2023-08-01,130.90817260742188,-0.0091654984582882,-0.0092077600699796,22154300,2023-07-26,383044000000.0,115903000000.0,267141000000.0,,18368000000.0,21838000000.0,1.45,12629000000.0,,,130.90817260742188,,,22154300
GOOG,2023-09-01,135.7816162109375,-0.0040044274011313,-0.0040124665892774,16671600,2023-07-26,383044000000.0,115903000000.0,267141000000.0,,18368000000.0,21838000000.0,1.45,12629000000.0,,,135.7816162109375,,,16671600
GOOG,2023-10-02,134.16372680664062,0.0251799198656437,0.0248681287627446,19210400,2023-07-26,383044000000.0,115903000000.0,267141000000.0,,18368000000.0,21838000000.0,1.45,12629000000.0,,,134.16372680664062,,,19210400
GOOG,2023-11-01,126.62032318115234,0.018116489472679,0.0179543413191537,26536600,2023-10-25,396711000000.0,123509000000.0,273202000000.0,,19689000000.0,21343000000.0,1.56,12541000000.0,,,126.62032318115234,,,26536600
GOOG,2023-12-01,132.32752990722656,-0.0044801862420353,-0.0044902523530368,24268000,2023-10-25,396711000000.0,123509000000.0,273202000000.0,,19689000000.0,21343000000.0,1.56,12541000000.0,,,132.32752990722656,,,24268000
GOOG,2024-01-02,138.5210723876953,-0.0097209288170004,-0.0097684854932082,20071900,2023-10-25,396711000000.0,123509000000.0,273202000000.0,,19689000000.0,21343000000.0,1.56,12541000000.0,,,138.5210723876953,,,20071900
GOOG,2024-02-01,141.64761352539062,0.006417402758617,0.0063968989037784,25526900,2024-01-31,402392000000.0,119013000000.0,283379000000.0,,73795000000.0,84293000000.0,5.84,12460000000.0,,,141.64761352539062,,,25526900
GOOG,2024-03-01,137.05206298828125,-0.0121620992942808,-0.0122366628065344,28551500,2024-01-31,402392000000.0,119013000000.0,283379000000.0,,73795000000.0,84293000000.0,5.84,12460000000.0,,,137.05206298828125,,,28551500
GOOG,2024-04-01,155.3349609375,0.0278472009981192,0.0274665188240131,24469800,2024-01-31,402392000000.0,119013000000.0,283379000000.0,,73795000000.0,84293000000.0,5.84,12460000000.0,,,155.3349609375,,,24469800
GOOG,2024-05-01,164.33743286132812,0.005648617062719,0.0056327234485632,25223200,2024-04-26,407350000000.0,114506000000.0,292844000000.0,,23662000000.0,25472000000.0,1.91,12381000000.0,,,164.33743286132812,,,25223200
GOOG,2024-06-03,173.12156677246094,0.0026442736170122,0.0026407836764162,20742800,2024-04-26,407350000000.0,114506000000.0,292844000000.0,,23662000000.0,25472000000.0,1.91,12381000000.0,,,173.12156677246094,,,20742800
GOOG,2024-07-01,183.3249664306641,0.0058335471658783,0.0058165979138397,11815900,2024-04-26,407350000000.0,114506000000.0,292844000000.0,,23662000000.0,25472000000.0,1.91,12381000000.0,,,183.3249664306641,,,11815900
GOOG,2024-08-01,171.36099243164062,-0.0040427815074628,-0.0040509756408049,17177800,2024-07-24,414770000000.0,114017000000.0,300753000000.0,,23619000000.0,27425000000.0,1.91,12322000000.0,,,171.36099243164062,,,17177800
GOOG,2024-09-03,157.60841369628906,-0.0393676042691445,-0.0401634658448929,26533100,2024-07-24,414770000000.0,114017000000.0,300753000000.0,,23619000000.0,27425000000.0,1.91,12322000000.0,,,157.60841369628906,,,26533100
GOOG,2024-10-01,167.57676696777344,0.0073570202595756,0.0073300893926502,18629500,2024-07-24,414770000000.0,114017000000.0,300753000000.0,,23619000000.0,27425000000.0,1.91,12322000000.0,,,167.57676696777344,,,18629500
GOOG,2024-11-01,171.78558349609375,-0.0002316897392882,-0.0002317165835022,21752900,2024-10-30,430266000000.0,116147000000.0,314119000000.0,,26301000000.0,28521000000.0,2.14,12264000000.0,,,171.78558349609375,,,21752900
