date,ticker,adj_close,ret_1d,log_ret_1d,Volume,filed,Assets,Liabilities,StockholdersEquity,Revenues,NetIncomeLoss,OperatingIncomeLoss,EarningsPerShareBasic,CommonStockSharesOutstanding
2023-08-30,AAPL,185.476303100586,0.0191725127885229,0.0189910360730651,60813900,2023-08-04,335038000000.0,274764000000.0,60274000000.0,,19881000000.0,22998000000.0,1.27,15647868000.0
2023-08-31,AAPL,185.6937255859375,0.0011722386187178,0.0011715520834979,60794500,2023-08-04,335038000000.0,274764000000.0,60274000000.0,,19881000000.0,22998000000.0,1.27,15647868000.0
2023-09-01,AAPL,187.26531982421875,0.008463367479554,0.0084277539839908,45766500,2023-08-04,335038000000.0,274764000000.0,60274000000.0,,19881000000.0,22998000000.0,1.27,15647868000.0
2023-09-05,AAPL,187.50254821777344,0.0012668036653951,0.0012660019466405,45280000,2023-08-04,335038000000.0,274764000000.0,60274000000.0,,19881000000.0,22998000000.0,1.27,15647868000.0
2023-09-06,AAPL,180.7911834716797,-0.0357934588616837,-0.0364497530279053,81755800,2023-08-04,335038000000.0,274764000000.0,60274000000.0,,19881000000.0,22998000000.0,1.27,15647868000.0
2023-09-07,AAPL,175.503173828125,-0.0292492672596672,-0.0296855555518631,112488800,2023-08-04,335038000000.0,274764000000.0,60274000000.0,,19881000000.0,22998000000.0,1.27,15647868000.0
2023-09-08,AAPL,176.11595153808594,0.0034915477401056,0.0034854664386201,65551300,2023-08-04,335038000000.0,274764000000.0,60274000000.0,,19881000000.0,22998000000.0,1.27,15647868000.0
2023-09-11,AAPL,177.2823028564453,0.0066226330333691,0.0066007997421265,58953100,2023-08-04,335038000000.0,274764000000.0,60274000000.0,,19881000000.0,22998000000.0,1.27,15647868000.0
2023-09-12,AAPL,174.25778198242188,-0.017060478261457,-0.0172076849000476,90370200,2023-08-04,335038000000.0,274764000000.0,60274000000.0,,19881000000.0,22998000000.0,1.27,15647868000.0
2023-09-13,AAPL,172.19198608398438,-0.0118548272274341,-0.0119256560236853,84267900,2023-08-04,335038000000.0,274764000000.0,60274000000.0,,19881000000.0,22998000000.0,1.27,15647868000.0
2023-09-14,AAPL,173.7042694091797,0.0087825418568416,0.008744199667161,60895800,2023-08-04,335038000000.0,274764000000.0,60274000000.0,,19881000000.0,22998000000.0,1.27,15647868000.0
2023-09-15,AAPL,172.98268127441406,-0.0041541185902912,-0.0041627709110802,109259500,2023-08-04,335038000000.0,274764000000.0,60274000000.0,,19881000000.0,22998000000.0,1.27,15647868000.0
2023-09-18,AAPL,175.9084014892578,0.0169133707102302,0.0167719322290845,67257600,2023-08-04,335038000000.0,274764000000.0,60274000000.0,,19881000000.0,22998000000.0,1.27,15647868000.0
2023-09-19,AAPL,176.99566650390625,0.00618085893251,0.0061618357700188,51826900,2023-08-04,335038000000.0,274764000000.0,60274000000.0,,19881000000.0,22998000000.0,1.27,15647868000.0
2023-09-20,AAPL,173.4571533203125,-0.0199920893742088,-0.0201946352829645,58436200,2023-08-04,335038000000.0,274764000000.0,60274000000.0,,19881000000.0,22998000000.0,1.27,15647868000.0
2023-09-21,AAPL,171.9152069091797,-0.0088894945040715,-0.0089292417911969,63149100,2023-08-04,335038000000.0,274764000000.0,60274000000.0,,19881000000.0,22998000000.0,1.27,15647868000.0
2023-09-22,AAPL,172.76527404785156,0.004944688454006,0.0049325036323097,56725400,2023-08-04,335038000000.0,274764000000.0,60274000000.0,,19881000000.0,22998000000.0,1.27,15647868000.0
2023-09-25,AAPL,174.0403289794922,0.0073802732561143,0.007353172299404,46172700,2023-08-04,335038000000.0,274764000000.0,60274000000.0,,19881000000.0,22998000000.0,1.27,15647868000.0
2023-09-26,AAPL,169.96804809570312,-0.0233984899228092,-0.0236765810961056,64588900,2023-08-04,335038000000.0,274764000000.0,60274000000.0,,19881000000.0,22998000000.0,1.27,15647868000.0
2023-09-27,AAPL,168.4557647705078,-0.0088974565639761,-0.0089372752968879,66921800,2023-08-04,335038000000.0,274764000000.0,60274000000.0,,19881000000.0,22998000000.0,1.27,15647868000.0
2023-09-28,AAPL,168.7127685546875,0.0015256455279508,0.0015244829131542,56294400,2023-08-04,335038000000.0,274764000000.0,60274000000.0,,19881000000.0,22998000000.0,1.27,15647868000.0
2023-09-29,AAPL,169.22674560546875,0.0030464620738805,0.0030418310114834,51861100,2023-08-04,335038000000.0,274764000000.0,60274000000.0,,19881000000.0,22998000000.0,1.27,15647868000.0
2023-10-02,AAPL,171.7373046875,0.0148354745761305,0.0147265053414317,52164500,2023-08-04,335038000000.0,274764000000.0,60274000000.0,,19881000000.0,22998000000.0,1.27,15647868000.0
2023-10-03,AAPL,170.4029083251953,-0.0077699854713151,-0.0078003290902771,49594600,2023-08-04,335038000000.0,274764000000.0,60274000000.0,,19881000000.0,22998000000.0,1.27,15647868000.0
2023-10-04,AAPL,171.64834594726562,0.0073087814891841,0.0072822017773854,53020300,2023-08-04,335038000000.0,274764000000.0,60274000000.0,,19881000000.0,22998000000.0,1.27,15647868000.0
2023-10-05,AAPL,172.8838653564453,0.0071979686280185,0.0071721868953098,48527900,2023-08-04,335038000000.0,274764000000.0,60274000000.0,,19881000000.0,22998000000.0,1.27,15647868000.0
2023-10-06,AAPL,175.43399047851562,0.014750509637279,0.0146427789661394,57266700,2023-08-04,335038000000.0,274764000000.0,60274000000.0,,19881000000.0,22998000000.0,1.27,15647868000.0
2023-10-09,AAPL,176.91659545898438,0.0084510702653732,0.0084155598978653,42390800,2023-08-04,335038000000.0,274764000000.0,60274000000.0,,19881000000.0,22998000000.0,1.27,15647868000.0
2023-10-10,AAPL,176.32354736328125,-0.0033521337789965,-0.0033577647668372,43698000,2023-08-04,335038000000.0,274764000000.0,60274000000.0,,19881000000.0,22998000000.0,1.27,15647868000.0
2023-10-11,AAPL,177.7172393798828,0.0079041741017729,0.0078730997549523,47551100,2023-08-04,335038000000.0,274764000000.0,60274000000.0,,19881000000.0,22998000000.0,1.27,15647868000.0
2023-10-12,AAPL,178.61668395996094,0.0050610992114024,0.0050483348983099,56743100,2023-08-04,335038000000.0,274764000000.0,60274000000.0,,19881000000.0,22998000000.0,1.27,15647868000.0
2023-10-13,AAPL,176.77822875976562,-0.0102927406300266,-0.0103460771867462,51427100,2023-08-04,335038000000.0,274764000000.0,60274000000.0,,19881000000.0,22998000000.0,1.27,15647868000.0
2023-10-16,AAPL,176.64971923828125,-0.0007269533266962,-0.0007272176853912,52517000,2023-08-04,335038000000.0,274764000000.0,60274000000.0,,19881000000.0,22998000000.0,1.27,15647868000.0
2023-10-17,AAPL,175.09791564941406,-0.0087846365992463,-0.0088234489883402,57549400,2023-08-04,335038000000.0,274764000000.0,60274000000.0,,19881000000.0,22998000000.0,1.27,15647868000.0
2023-10-18,AAPL,173.8031005859375,-0.0073948056929991,-0.0074222828110553,54764400,2023-08-04,335038000000.0,274764000000.0,60274000000.0,,19881000000.0,22998000000.0,1.27,15647868000.0
2023-10-19,AAPL,173.42750549316406,-0.00216103793032,-0.0021633763423269,59302900,2023-08-04,335038000000.0,274764000000.0,60274000000.0,,19881000000.0,22998000000.0,1.27,15647868000.0
2023-10-20,AAPL,170.87738037109375,-0.014704271475385,-0.0148134508659723,64244000,2023-08-04,335038000000.0,274764000000.0,60274000000.0,,19881000000.0,22998000000.0,1.27,15647868000.0
2023-10-23,AAPL,170.99600219726562,0.000694192677312,0.0006939518370287,55980100,2023-08-04,335038000000.0,274764000000.0,60274000000.0,,19881000000.0,22998000000.0,1.27,15647868000.0
2023-10-24,AAPL,171.43087768554688,0.002543190967585,0.0025399625299666,43816600,2023-08-04,335038000000.0,274764000000.0,60274000000.0,,19881000000.0,22998000000.0,1.27,15647868000.0
2023-10-25,AAPL,169.11798095703125,-0.0134917160767159,-0.0135835562680701,57157000,2023-08-04,335038000000.0,274764000000.0,60274000000.0,,19881000000.0,22998000000.0,1.27,15647868000.0
2023-10-26,AAPL,164.95677185058594,-0.0246053617888364,-0.0249131327367091,70625300,2023-08-04,335038000000.0,274764000000.0,60274000000.0,,19881000000.0,22998000000.0,1.27,15647868000.0
2023-10-27,AAPL,166.2713623046875,0.0079693027412799,0.007937715555773,58499100,2023-08-04,335038000000.0,274764000000.0,60274000000.0,,19881000000.0,22998000000.0,1.27,15647868000.0
2023-10-30,AAPL,168.3173828125,0.0123053091010538,0.0122302142013814,51131000,2023-08-04,335038000000.0,274764000000.0,60274000000.0,,19881000000.0,22998000000.0,1.27,15647868000.0
2023-10-31,AAPL,168.7918243408203,0.0028187316151939,0.0028147664406623,44846000,2023-08-04,335038000000.0,274764000000.0,60274000000.0,,19881000000.0,22998000000.0,1.27,15647868000.0
2023-11-01,AAPL,171.95474243164062,0.0187385739989029,0.0185651698034406,56934900,2023-08-04,335038000000.0,274764000000.0,60274000000.0,,19881000000.0,22998000000.0,1.27,15647868000.0
2023-11-02,AAPL,175.5130615234375,0.0206933466415528,0.0204821479790625,77334800,2023-08-04,335038000000.0,274764000000.0,60274000000.0,,19881000000.0,22998000000.0,1.27,15647868000.0
2023-11-03,AAPL,174.6036834716797,-0.0051812557074926,-0.0051947249580773,79829200,2023-11-03,352583000000.0,290437000000.0,62146000000.0,,96995000000.0,114301000000.0,6.16,15550061000.0
2023-11-06,AAPL,177.15379333496094,0.0146051321059035,0.0144995043930346,63841300,2023-11-03,352583000000.0,290437000000.0,62146000000.0,,96995000000.0,114301000000.0,6.16,15550061000.0
2023-11-07,AAPL,179.7138214111328,0.0144508792500501,0.0143474604324074,70530000,2023-11-03,352583000000.0,290437000000.0,62146000000.0,,96995000000.0,114301000000.0,6.16,15550061000.0
2023-11-08,AAPL,180.7714385986328,0.0058850075035714,0.0058677584875541,49340300,2023-11-03,352583000000.0,290437000000.0,62146000000.0,,96995000000.0,114301000000.0,6.16,15550061000.0
2023-11-09,AAPL,180.29698181152344,-0.002624622511097,-0.0026280728713443,53763500,2023-11-03,352583000000.0,290437000000.0,62146000000.0,,96995000000.0,114301000000.0,6.16,15550061000.0
2023-11-10,AAPL,184.4834899902344,0.0232200680047289,0.0229545840736753,66133400,2023-11-03,352583000000.0,290437000000.0,62146000000.0,,96995000000.0,114301000000.0,6.16,15550061000.0
2023-11-13,AAPL,182.8999481201172,-0.0085836508741299,-0.0086207025836146,43627500,2023-11-03,352583000000.0,290437000000.0,62146000000.0,,96995000000.0,114301000000.0,6.16,15550061000.0
2023-11-14,AAPL,185.51280212402344,0.0142857011757613,0.0141846220666506,60108400,2023-11-03,352583000000.0,290437000000.0,62146000000.0,,96995000000.0,114301000000.0,6.16,15550061000.0
2023-11-15,AAPL,186.0769500732422,0.0030410189634328,0.0030364044181777,53790500,2023-11-03,352583000000.0,290437000000.0,62146000000.0,,96995000000.0,114301000000.0,6.16,15550061000.0
2023-11-16,AAPL,187.75946044921875,0.0090420139373217,0.0090013796892449,54412900,2023-11-03,352583000000.0,290437000000.0,62146000000.0,,96995000000.0,114301000000.0,6.16,15550061000.0
2023-11-17,AAPL,187.7396697998047,-0.0001054042729282,-0.000105409828349,50922700,2023-11-03,352583000000.0,290437000000.0,62146000000.0,,96995000000.0,114301000000.0,6.16,15550061000.0
2023-11-20,AAPL,189.48155212402344,0.0092781793324565,0.0092354014237547,46505100,2023-11-03,352583000000.0,290437000000.0,62146000000.0,,96995000000.0,114301000000.0,6.16,15550061000.0
2023-11-21,AAPL,188.6798858642578,-0.0042308406849068,-0.0042398160157663,38134500,2023-11-03,352583000000.0,290437000000.0,62146000000.0,,96995000000.0,114301000000.0,6.16,15550061000.0
2023-11-22,AAPL,189.343017578125,0.0035145861511929,0.0035084244263405,39617700,2023-11-03,352583000000.0,290437000000.0,62146000000.0,,96995000000.0,114301000000.0,6.16,15550061000.0
2023-11-24,AAPL,188.0167694091797,-0.0070044736051493,-0.0070291200882499,24048300,2023-11-03,352583000000.0,290437000000.0,62146000000.0,,96995000000.0,114301000000.0,6.16,15550061000.0
2023-11-27,AAPL,187.8386383056641,-0.0009474213607401,-0.0009478704480298,40552600,2023-11-03,352583000000.0,290437000000.0,62146000000.0,,96995000000.0,114301000000.0,6.16,15550061000.0
2023-11-28,AAPL,188.44235229492188,0.0032140032248071,0.0032088493565228,38415400,2023-11-03,352583000000.0,290437000000.0,62146000000.0,,96995000000.0,114301000000.0,6.16,15550061000.0
2023-11-29,AAPL,187.42295837402344,-0.005409579685691,-0.0054242644447379,43014200,2023-11-03,352583000000.0,290437000000.0,62146000000.0,,96995000000.0,114301000000.0,6.16,15550061000.0
2023-11-30,AAPL,187.9969787597656,0.0030627004862266,0.0030580199733301,48794400,2023-11-03,352583000000.0,290437000000.0,62146000000.0,,96995000000.0,114301000000.0,6.16,15550061000.0
2023-12-01,AAPL,189.2737274169922,0.0067913254013411,0.0067683682321135,45704800,2023-11-03,352583000000.0,290437000000.0,62146000000.0,,96995000000.0,114301000000.0,6.16,15550061000.0
2023-12-04,AAPL,187.48231506347656,-0.0094646646312878,-0.009509739205525,43389500,2023-11-03,352583000000.0,290437000000.0,62146000000.0,,96995000000.0,114301000000.0,6.16,15550061000.0
2023-12-05,AAPL,191.4312896728516,0.0210631845891065,0.0208444222717526,66628400,2023-11-03,352583000000.0,290437000000.0,62146000000.0,,96995000000.0,114301000000.0,6.16,15550061000.0
2023-12-06,AAPL,190.3426513671875,-0.0056868357702888,-0.0057030673877749,41089700,2023-11-03,352583000000.0,290437000000.0,62146000000.0,,96995000000.0,114301000000.0,6.16,15550061000.0
2023-12-07,AAPL,192.27256774902344,0.0101391693767729,0.0100881128229479,47477700,2023-11-03,352583000000.0,290437000000.0,62146000000.0,,96995000000.0,114301000000.0,6.16,15550061000.0
2023-12-08,AAPL,193.69776916503903,0.0074124012213532,0.0073850643800618,53406400,2023-11-03,352583000000.0,290437000000.0,62146000000.0,,96995000000.0,114301000000.0,6.16,15550061000.0
2023-12-11,AAPL,191.1937713623047,-0.0129273445612109,-0.0130116298579262,60943700,2023-11-03,352583000000.0,290437000000.0,62146000000.0,,96995000000.0,114301000000.0,6.16,15550061000.0
2023-12-12,AAPL,192.70806884765625,0.0079202239411975,0.0078890236017324,52696900,2023-11-03,352583000000.0,290437000000.0,62146000000.0,,96995000000.0,114301000000.0,6.16,15550061000.0
2023-12-13,AAPL,195.92466735839844,0.016691561126509,0.016553788005368,70404200,2023-11-03,352583000000.0,290437000000.0,62146000000.0,,96995000000.0,114301000000.0,6.16,15550061000.0
2023-12-14,AAPL,196.07308959960932,0.0007575474962497,0.0007572607019763,66831600,2023-11-03,352583000000.0,290437000000.0,62146000000.0,,96995000000.0,114301000000.0,6.16,15550061000.0
2023-12-15,AAPL,195.5386505126953,-0.0027257135999916,-0.0027294351213788,128538400,2023-11-03,352583000000.0,290437000000.0,62146000000.0,,96995000000.0,114301000000.0,6.16,15550061000.0
2023-12-18,AAPL,193.8759155273437,-0.0085033571674548,-0.0085397169760317,55751900,2023-11-03,352583000000.0,290437000000.0,62146000000.0,,96995000000.0,114301000000.0,6.16,15550061000.0
2023-12-19,AAPL,194.91514587402344,0.0053602859532757,0.0053459707534493,40714100,2023-11-03,352583000000.0,290437000000.0,62146000000.0,,96995000000.0,114301000000.0,6.16,15550061000.0
2023-12-20,AAPL,192.8268280029297,-0.0107139845994495,-0.0107717926059497,52242800,2023-11-03,352583000000.0,290437000000.0,62146000000.0,,96995000000.0,114301000000.0,6.16,15550061000.0
2023-12-21,AAPL,192.6783447265625,-0.0007700343251247,-0.0007703309538416,46482500,2023-11-03,352583000000.0,290437000000.0,62146000000.0,,96995000000.0,114301000000.0,6.16,15550061000.0
2023-12-22,AAPL,191.6094665527344,-0.00554747434303,-0.0055629187235098,37149600,2023-11-03,352583000000.0,290437000000.0,62146000000.0,,96995000000.0,114301000000.0,6.16,15550061000.0
2023-12-26,AAPL,191.0651397705078,-0.0028408136195963,-0.002844856388925,28919300,2023-11-03,352583000000.0,290437000000.0,62146000000.0,,96995000000.0,114301000000.0,6.16,15550061000.0
2023-12-27,AAPL,191.16409301757807,0.0005179031988207,0.0005177691332457,48087700,2023-11-03,352583000000.0,290437000000.0,62146000000.0,,96995000000.0,114301000000.0,6.16,15550061000.0
2023-12-28,AAPL,191.58966064453125,0.0022261901816156,0.0022237158917327,34049900,2023-11-03,352583000000.0,290437000000.0,62146000000.0,,96995000000.0,114301000000.0,6.16,15550061000.0
2023-12-29,AAPL,190.55047607421875,-0.0054240117489459,-0.0054387751092987,42672100,2023-11-03,352583000000.0,290437000000.0,62146000000.0,,96995000000.0,114301000000.0,6.16,15550061000.0
2024-01-02,AAPL,183.73129272460932,-0.0357867557725405,-0.0364428011295748,82488700,2023-11-03,352583000000.0,290437000000.0,62146000000.0,,96995000000.0,114301000000.0,6.16,15550061000.0
2024-01-03,AAPL,182.35562133789065,-0.007487409282972,-0.0075155806402711,58414500,2023-11-03,352583000000.0,290437000000.0,62146000000.0,,96995000000.0,114301000000.0,6.16,15550061000.0
2024-01-04,AAPL,180.03965759277344,-0.0127002596801001,-0.0127815973852276,71983600,2023-11-03,352583000000.0,290437000000.0,62146000000.0,,96995000000.0,114301000000.0,6.16,15550061000.0
2024-01-05,AAPL,179.31715393066406,-0.0040130250844154,-0.0040210988770401,62379700,2023-11-03,352583000000.0,290437000000.0,62146000000.0,,96995000000.0,114301000000.0,6.16,15550061000.0
2024-01-08,AAPL,183.6521148681641,0.0241748256788427,0.02388724024691,59144500,2023-11-03,352583000000.0,290437000000.0,62146000000.0,,96995000000.0,114301000000.0,6.16,15550061000.0
2024-01-09,AAPL,183.23643493652344,-0.0022634094463821,-0.002265974829282,42841800,2023-11-03,352583000000.0,290437000000.0,62146000000.0,,96995000000.0,114301000000.0,6.16,15550061000.0
2024-01-10,AAPL,184.275634765625,0.0056713602262647,0.0056553386105499,46792900,2023-11-03,352583000000.0,290437000000.0,62146000000.0,,96995000000.0,114301000000.0,6.16,15550061000.0
2024-01-11,AAPL,183.6818389892578,-0.0032223238689282,-0.0032275267343712,49128400,2023-11-03,352583000000.0,290437000000.0,62146000000.0,,96995000000.0,114301000000.0,6.16,15550061000.0
2024-01-12,AAPL,184.0084381103516,0.0017780697476188,0.001776490852918,40477800,2023-11-03,352583000000.0,290437000000.0,62146000000.0,,96995000000.0,114301000000.0,6.16,15550061000.0
2024-01-16,AAPL,181.74197387695312,-0.0123171755419131,-0.0123936606511791,65603000,2023-11-03,352583000000.0,290437000000.0,62146000000.0,,96995000000.0,114301000000.0,6.16,15550061000.0
2024-01-17,AAPL,180.8017425537109,-0.0051734406927856,-0.0051868692717469,47317400,2023-11-03,352583000000.0,290437000000.0,62146000000.0,,96995000000.0,114301000000.0,6.16,15550061000.0
2024-01-18,AAPL,186.69058227539065,0.0325707022427084,0.0320515202570111,78005800,2023-11-03,352583000000.0,290437000000.0,62146000000.0,,96995000000.0,114301000000.0,6.16,15550061000.0
2024-01-19,AAPL,189.5904235839844,0.0155328740917211,0.0154134738350795,68903000,2023-11-03,352583000000.0,290437000000.0,62146000000.0,,96995000000.0,114301000000.0,6.16,15550061000.0
2024-01-22,AAPL,191.896484375,0.0121633822395785,0.0120900027352176,60133900,2023-11-03,352583000000.0,290437000000.0,62146000000.0,,96995000000.0,114301000000.0,6.16,15550061000.0
2024-01-23,AAPL,193.1732177734375,0.0066532401705834,0.0066312050508316,42355600,2023-11-03,352583000000.0,290437000000.0,62146000000.0,,96995000000.0,114301000000.0,6.16,15550061000.0
2024-01-24,AAPL,192.5001983642578,-0.0034840202846806,-0.0034901036170983,53631300,2023-11-03,352583000000.0,290437000000.0,62146000000.0,,96995000000.0,114301000000.0,6.16,15550061000.0
2024-01-25,AAPL,192.17361450195312,-0.0016965377962193,-0.0016979785462215,54822100,2023-11-03,352583000000.0,290437000000.0,62146000000.0,,96995000000.0,114301000000.0,6.16,15550061000.0
2024-01-26,AAPL,190.4416046142578,-0.0090127351363197,-0.009053595528182,44594000,2023-11-03,352583000000.0,290437000000.0,62146000000.0,,96995000000.0,114301000000.0,6.16,15550061000.0
2024-01-29,AAPL,189.7586975097656,-0.0035859134135918,-0.0035923582127039,47145600,2023-11-03,352583000000.0,290437000000.0,62146000000.0,,96995000000.0,114301000000.0,6.16,15550061000.0
2024-01-30,AAPL,186.10662841796875,-0.0192458587654928,-0.0194334713834117,55859400,2023-11-03,352583000000.0,290437000000.0,62146000000.0,,96995000000.0,114301000000.0,6.16,15550061000.0
2024-01-31,AAPL,182.5040435791016,-0.0193576385187972,-0.0195474511455562,55467800,2023-11-03,352583000000.0,290437000000.0,62146000000.0,,96995000000.0,114301000000.0,6.16,15550061000.0
2024-02-01,AAPL,184.9387664794922,0.0133406518159435,0.0132524489107271,64885400,2023-11-03,352583000000.0,290437000000.0,62146000000.0,,96995000000.0,114301000000.0,6.16,15550061000.0
2024-02-02,AAPL,183.9391632080078,-0.0054050499552521,-0.0054197100874554,102551700,2024-02-02,353514000000.0,279414000000.0,74100000000.0,,33916000000.0,40373000000.0,2.19,15460223000.0
2024-02-05,AAPL,185.7503204345703,0.0098465013919539,0.0097983404833694,69668800,2024-02-02,353514000000.0,279414000000.0,74100000000.0,,33916000000.0,40373000000.0,2.19,15460223000.0
2024-02-06,AAPL,187.3536834716797,0.0086318184181768,0.0085947772758931,43490800,2024-02-02,353514000000.0,279414000000.0,74100000000.0,,33916000000.0,40373000000.0,2.19,15460223000.0
2024-02-07,AAPL,187.46255493164065,0.0005811012516196,0.0005809324776673,53439000,2024-02-02,353514000000.0,279414000000.0,74100000000.0,,33916000000.0,40373000000.0,2.19,15460223000.0
2024-02-08,AAPL,186.3837738037109,-0.0057546485927449,-0.0057712703820033,40962000,2024-02-02,353514000000.0,279414000000.0,74100000000.0,,33916000000.0,40373000000.0,2.19,15460223000.0
2024-02-09,AAPL,187.14682006835932,0.0040939522206049,0.0040855948003671,45155200,2024-02-02,353514000000.0,279414000000.0,74100000000.0,,33916000000.0,40373000000.0,2.19,15460223000.0
2024-02-12,AAPL,185.46212768554688,-0.0090019824125096,-0.0090427450704058,41781900,2024-02-02,353514000000.0,279414000000.0,74100000000.0,,33916000000.0,40373000000.0,2.19,15460223000.0
2024-02-13,AAPL,183.3711700439453,-0.0112743106514274,-0.0113383474606258,56529500,2024-02-02,353514000000.0,279414000000.0,74100000000.0,,33916000000.0,40373000000.0,2.19,15460223000.0
2024-02-14,AAPL,182.4891662597656,-0.0048099370471832,-0.0048215420221357,54630500,2024-02-02,353514000000.0,279414000000.0,74100000000.0,,33916000000.0,40373000000.0,2.19,15460223000.0
2024-02-15,AAPL,182.20181274414065,-0.0015746332865366,-0.0015758743244876,65434500,2024-02-02,353514000000.0,279414000000.0,74100000000.0,,33916000000.0,40373000000.0,2.19,15460223000.0
2024-02-16,AAPL,180.66580200195312,-0.0084302714613739,-0.0084660071827851,49752500,2024-02-02,353514000000.0,279414000000.0,74100000000.0,,33916000000.0,40373000000.0,2.19,15460223000.0
2024-02-20,AAPL,179.9225311279297,-0.004114065117954,-0.0041225511666197,53665600,2024-02-02,353514000000.0,279414000000.0,74100000000.0,,33916000000.0,40373000000.0,2.19,15460223000.0
2024-02-21,AAPL,180.6757202148437,0.0041861854776736,0.0041774477798416,41371400,2024-02-02,353514000000.0,279414000000.0,74100000000.0,,33916000000.0,40373000000.0,2.19,15460223000.0
2024-02-22,AAPL,182.70721435546875,0.011243869061152,0.0111811266390853,52292200,2024-02-02,353514000000.0,279414000000.0,74100000000.0,,33916000000.0,40373000000.0,2.19,15460223000.0
2024-02-23,AAPL,180.87391662597656,-0.0100340741111918,-0.0100847547399576,45119700,2024-02-02,353514000000.0,279414000000.0,74100000000.0,,33916000000.0,40373000000.0,2.19,15460223000.0
2024-02-26,AAPL,179.5261688232422,-0.0074513109898611,-0.0074792106868761,40867400,2024-02-02,353514000000.0,279414000000.0,74100000000.0,,33916000000.0,40373000000.0,2.19,15460223000.0
2024-02-27,AAPL,180.98291015625,0.008114367629836,0.0080816231633177,54318900,2024-02-02,353514000000.0,279414000000.0,74100000000.0,,33916000000.0,40373000000.0,2.19,15460223000.0
2024-02-28,AAPL,179.78379821777344,-0.0066255534151888,-0.006647599827965,48953900,2024-02-02,353514000000.0,279414000000.0,74100000000.0,,33916000000.0,40373000000.0,2.19,15460223000.0
2024-02-29,AAPL,179.11985778808594,-0.0036929936750099,-0.003699829611388,136682600,2024-02-02,353514000000.0,279414000000.0,74100000000.0,,33916000000.0,40373000000.0,2.19,15460223000.0
2024-03-01,AAPL,178.03968811035156,-0.0060304295183859,-0.0060486859917278,73563100,2024-02-02,353514000000.0,279414000000.0,74100000000.0,,33916000000.0,40373000000.0,2.19,15460223000.0
2024-03-04,AAPL,173.5208282470703,-0.0253811939980506,-0.0257088526354131,81510100,2024-02-02,353514000000.0,279414000000.0,74100000000.0,,33916000000.0,40373000000.0,2.19,15460223000.0
2024-03-05,AAPL,168.5857391357422,-0.0284409033842394,-0.028853181736025,95132400,2024-02-02,353514000000.0,279414000000.0,74100000000.0,,33916000000.0,40373000000.0,2.19,15460223000.0
2024-03-06,AAPL,167.59475708007812,-0.005878208090105,-0.0058955527590627,68587700,2024-02-02,353514000000.0,279414000000.0,74100000000.0,,33916000000.0,40373000000.0,2.19,15460223000.0
2024-03-07,AAPL,167.475830078125,-0.000709610515419,-0.0007098624081317,71765100,2024-02-02,353514000000.0,279414000000.0,74100000000.0,,33916000000.0,40373000000.0,2.19,15460223000.0
2024-03-08,AAPL,169.19021606445312,0.0102366173407135,0.0101845780099263,76267000,2024-02-02,353514000000.0,279414000000.0,74100000000.0,,33916000000.0,40373000000.0,2.19,15460223000.0
2024-03-11,AAPL,171.19200134277344,0.0118315664160966,0.0117621206654772,60139500,2024-02-02,353514000000.0,279414000000.0,74100000000.0,,33916000000.0,40373000000.0,2.19,15460223000.0
2024-03-12,AAPL,171.6676483154297,0.0027784415680955,0.0027745888340696,59825400,2024-02-02,353514000000.0,279414000000.0,74100000000.0,,33916000000.0,40373000000.0,2.19,15460223000.0
2024-03-13,AAPL,169.5866241455078,-0.0121224015727069,-0.0121964771405348,52488700,2024-02-02,353514000000.0,279414000000.0,74100000000.0,,33916000000.0,40373000000.0,2.19,15460223000.0
2024-03-14,AAPL,171.4397430419922,0.0109272703895229,0.0108679991613566,72913500,2024-02-02,353514000000.0,279414000000.0,74100000000.0,,33916000000.0,40373000000.0,2.19,15460223000.0
2024-03-15,AAPL,171.0631561279297,-0.0021966138503267,-0.0021990299453307,121752700,2024-02-02,353514000000.0,279414000000.0,74100000000.0,,33916000000.0,40373000000.0,2.19,15460223000.0
2024-03-18,AAPL,172.1532440185547,0.0063724294307405,0.0063522113490574,75604200,2024-02-02,353514000000.0,279414000000.0,74100000000.0,,33916000000.0,40373000000.0,2.19,15460223000.0
2024-03-19,AAPL,174.49195861816406,0.0135850742339616,0.0134936244171224,55215200,2024-02-02,353514000000.0,279414000000.0,74100000000.0,,33916000000.0,40373000000.0,2.19,15460223000.0
2024-03-20,AAPL,177.05860900878906,0.0147092760660767,0.0146021439444469,53423100,2024-02-02,353514000000.0,279414000000.0,74100000000.0,,33916000000.0,40373000000.0,2.19,15460223000.0
2024-03-21,AAPL,169.82443237304688,-0.0408575255179096,-0.0417156494587304,106181300,2024-02-02,353514000000.0,279414000000.0,74100000000.0,,33916000000.0,40373000000.0,2.19,15460223000.0
2024-03-22,AAPL,170.7262420654297,0.0053102470579842,0.0052961974121879,71160100,2024-02-02,353514000000.0,279414000000.0,74100000000.0,,33916000000.0,40373000000.0,2.19,15460223000.0
2024-03-25,AAPL,169.3091583251953,-0.0083003276068789,-0.0083349671388859,54288300,2024-02-02,353514000000.0,279414000000.0,74100000000.0,,33916000000.0,40373000000.0,2.19,15460223000.0
