date,ticker,adj_close,ret_1d,log_ret_1d,Volume,filed,Assets,Liabilities,StockholdersEquity,Revenues,NetIncomeLoss,OperatingIncomeLoss,EarningsPerShareBasic,CommonStockSharesOutstanding
2022-05-19,AAPL,134.7711181640625,-0.0246414858769271,-0.0249501687789696,136095600,2022-04-29,350662000000.0,283263000000.0,67399000000.0,,25010000000.0,29979000000.0,1.54,16207568000.0
2022-05-20,AAPL,135.00665283203125,0.001747664270931,0.0017461388827148,137426100,2022-04-29,350662000000.0,283263000000.0,67399000000.0,,25010000000.0,29979000000.0,1.54,16207568000.0
2022-05-23,AAPL,140.42298889160156,0.0401190307733134,0.0393351592707221,117726300,2022-04-29,350662000000.0,283263000000.0,67399000000.0,,25010000000.0,29979000000.0,1.54,16207568000.0
2022-05-24,AAPL,137.724609375,-0.0192160809131085,-0.0194031096453562,104132700,2022-04-29,350662000000.0,283263000000.0,67399000000.0,,25010000000.0,29979000000.0,1.54,16207568000.0
2022-05-25,AAPL,137.8816375732422,0.0011401607813941,0.0011395112917252,92482700,2022-04-29,350662000000.0,283263000000.0,67399000000.0,,25010000000.0,29979000000.0,1.54,16207568000.0
2022-05-26,AAPL,141.08041381835938,0.0231994361353446,0.0229344202027356,90601500,2022-04-29,350662000000.0,283263000000.0,67399000000.0,,25010000000.0,29979000000.0,1.54,16207568000.0
2022-05-27,AAPL,146.83035278320312,0.040756465119579,0.0399478190549929,90978500,2022-04-29,350662000000.0,283263000000.0,67399000000.0,,25010000000.0,29979000000.0,1.54,16207568000.0
2022-05-31,AAPL,146.04541015625,-0.0053459152830076,-0.0053602558198112,103718400,2022-04-29,350662000000.0,283263000000.0,67399000000.0,,25010000000.0,29979000000.0,1.54,16207568000.0
2022-06-01,AAPL,145.9178466796875,-0.0008734507741532,-0.0008738324545495,74286600,2022-04-29,350662000000.0,283263000000.0,67399000000.0,,25010000000.0,29979000000.0,1.54,16207568000.0
2022-06-02,AAPL,148.3708953857422,0.0168111630062599,0.0166714193991885,72348100,2022-04-29,350662000000.0,283263000000.0,67399000000.0,,25010000000.0,29979000000.0,1.54,16207568000.0
2022-06-03,AAPL,142.6503448486328,-0.0385557458707571,-0.0393186936588017,88570300,2022-04-29,350662000000.0,283263000000.0,67399000000.0,,25010000000.0,29979000000.0,1.54,16207568000.0
2022-06-06,AAPL,143.39608764648438,0.0052277672279228,0.0052141498910552,71598400,2022-04-29,350662000000.0,283263000000.0,67399000000.0,,25010000000.0,29979000000.0,1.54,16207568000.0
2022-06-07,AAPL,145.9178466796875,0.0175859681710426,0.0174331243685578,67808200,2022-04-29,350662000000.0,283263000000.0,67399000000.0,,25010000000.0,29979000000.0,1.54,16207568000.0
2022-06-08,AAPL,145.18194580078125,-0.0050432547878921,-0.0050560149171208,53950200,2022-04-29,350662000000.0,283263000000.0,67399000000.0,,25010000000.0,29979000000.0,1.54,16207568000.0
2022-06-09,AAPL,139.9617919921875,-0.0359559432806945,-0.0366182834249148,69473000,2022-04-29,350662000000.0,283263000000.0,67399000000.0,,25010000000.0,29979000000.0,1.54,16207568000.0
2022-06-10,AAPL,134.55528259277344,-0.0386284665440397,-0.0393943334302106,91437900,2022-04-29,350662000000.0,283263000000.0,67399000000.0,,25010000000.0,29979000000.0,1.54,16207568000.0
2022-06-13,AAPL,129.40382385253906,-0.0382850724324593,-0.0390372053216311,122207100,2022-04-29,350662000000.0,283263000000.0,67399000000.0,,25010000000.0,29979000000.0,1.54,16207568000.0
