ticker,filed,Assets,CommonStockSharesOutstanding,EarningsPerShareBasic,Liabilities,NetIncomeLoss,OperatingIncomeLoss,Revenues,StockholdersEquity
AAPL,2019-07-31,322239000000.0,4531395000.0,2.2,225783000000.0,10044000000.0,11544000000.0,,96456000000.0
AAPL,2019-10-31,338516000000.0,4443236000.0,3.05,248028000000.0,13686000000.0,63930000000.0,,90488000000.0
AAPL,2020-01-29,340618000000.0,4384959000.0,5.04,251087000000.0,22236000000.0,25569000000.0,,89531000000.0
AAPL,2020-05-01,320400000000.0,4323987000.0,2.58,241975000000.0,11249000000.0,12853000000.0,,78425000000.0
AAPL,2020-07-31,317344000000.0,4283939000.0,2.61,245062000000.0,11253000000.0,13091000000.0,,72282000000.0
AAPL,2020-10-30,323888000000.0,16976763000.0,0.74,258549000000.0,12673000000.0,66288000000.0,,65339000000.0
AAPL,2021-01-28,354054000000.0,16823263000.0,1.7,287830000000.0,28755000000.0,33534000000.0,,66224000000.0
AAPL,2021-04-29,337158000000.0,16686305000.0,1.41,267980000000.0,23630000000.0,27503000000.0,,69178000000.0
AAPL,2021-07-28,329840000000.0,16556942000.0,1.31,265560000000.0,21744000000.0,24126000000.0,,64280000000.0
AAPL,2021-10-29,351002000000.0,16426786000.0,5.67,287912000000.0,94680000000.0,108949000000.0,,63090000000.0
AAPL,2022-01-28,381191000000.0,16340851000.0,2.11,309259000000.0,34630000000.0,41488000000.0,,71932000000.0
AAPL,2022-04-29,350662000000.0,16207568000.0,1.54,283263000000.0,25010000000.0,29979000000.0,,67399000000.0
AAPL,2022-07-29,336309000000.0,16095378000.0,1.2,278202000000.0,19442000000.0,23076000000.0,,58107000000.0
AAPL,2022-10-28,352755000000.0,15943425000.0,6.15,302083000000.0,99803000000.0,119437000000.0,,50672000000.0
AAPL,2023-02-03,346747000000.0,15842407000.0,1.89,290020000000.0,29998000000.0,36016000000.0,,56727000000.0
AAPL,2023-05-05,332160000000.0,15723406000.0,1.53,270002000000.0,24160000000.0,28318000000.0,,62158000000.0
AAPL,2023-08-04,335038000000.0,15647868000.0,1.27,274764000000.0,19881000000.0,22998000000.0,,60274000000.0
AAPL,2023-11-03,352583000000.0,15550061000.0,6.16,290437000000.0,96995000000.0,114301000000.0,,62146000000.0
AAPL,2024-02-02,353514000000.0,15460223000.0,2.19,279414000000.0,33916000000.0,40373000000.0,,74100000000.0
AAPL,2024-05-03,337411000000.0,15337686000.0,1.53,263217000000.0,23636000000.0,27900000000.0,,74194000000.0
AAPL,2024-08-02,331612000000.0,15222259000.0,1.4,264904000000.0,21448000000.0,25352000000.0,,66708000000.0
AAPL,2024-11-01,364980000000.0,15116786000.0,6.11,308030000000.0,93736000000.0,123216000000.0,,56950000000.0
AAPL,2025-01-31,344085000000.0,15040731000.0,2.41,277327000000.0,36330000000.0,42832000000.0,,66758000000.0
AAPL,2025-05-02,331233000000.0,14939315000.0,1.65,264437000000.0,24780000000.0,29589000000.0,,66796000000.0
AAPL,2025-08-01,331495000000.0,14856722000.0,1.57,265665000000.0,23434000000.0,28202000000.0,,65830000000.0
AAPL,2025-10-31,359241000000.0,14773260000.0,7.49,285508000000.0,112010000000.0,133050000000.0,,73733000000.0
AAPL,2026-01-30,379297000000.0,14702703000.0,2.85,291107000000.0,42097000000.0,50852000000.0,,88190000000.0
AMZN,2009-07-24,7675000000.0,432000000.0,0.33,,142000000.0,159000000.0,,3256000000.0
AMZN,2009-10-23,8972000000.0,433000000.0,0.46,,199000000.0,251000000.0,,3585000000.0
AMZN,2010-01-29,13813000000.0,444000000.0,2.08,,902000000.0,1129000000.0,,5257000000.0
AMZN,2010-04-23,12042000000.0,446000000.0,0.67,,299000000.0,394000000.0,,5618000000.0
AMZN,2010-07-23,12397000000.0,448000000.0,0.46,,207000000.0,270000000.0,,5857000000.0
AMZN,2010-10-22,14162000000.0,449000000.0,0.51,,231000000.0,268000000.0,,6397000000.0
AMZN,2011-01-28,18797000000.0,451000000.0,0.93,,416000000.0,1406000000.0,,6864000000.0
AMZN,2011-04-27,16882000000.0,452000000.0,0.44,,201000000.0,322000000.0,,7347000000.0
AMZN,2011-07-27,17941000000.0,454000000.0,0.42,,191000000.0,201000000.0,,7765000000.0
AMZN,2011-10-26,19054000000.0,455000000.0,0.14,,63000000.0,79000000.0,,7766000000.0
AMZN,2012-02-01,25278000000.0,455000000.0,0.39,,177000000.0,862000000.0,,7757000000.0
AMZN,2012-04-27,20339000000.0,450000000.0,0.29,,130000000.0,192000000.0,,7271000000.0
AMZN,2012-07-27,21022000000.0,452000000.0,0.02,,7000000.0,107000000.0,,7505000000.0
AMZN,2012-10-26,22834000000.0,453000000.0,-0.6,,-274000000.0,-28000000.0,,7553000000.0
AMZN,2013-01-30,32555000000.0,454000000.0,0.39,,177000000.0,676000000.0,,8192000000.0
AMZN,2013-04-26,28377000000.0,455000000.0,0.18,,82000000.0,181000000.0,,8432000000.0
AMZN,2013-07-26,29623000000.0,457000000.0,-0.02,,-7000000.0,79000000.0,,8733000000.0
AMZN,2013-10-25,31861000000.0,458000000.0,-0.09,,-41000000.0,-25000000.0,,9087000000.0
AMZN,2014-01-31,40159000000.0,459000000.0,0.52,,239000000.0,510000000.0,,9746000000.0
AMZN,2014-04-25,36364000000.0,460000000.0,0.23,,108000000.0,146000000.0,,10328000000.0
AMZN,2014-07-25,37898000000.0,462000000.0,-0.27,,-126000000.0,-15000000.0,,10602000000.0
AMZN,2014-10-24,40419000000.0,463000000.0,-0.95,,-437000000.0,-544000000.0,,10336000000.0
AMZN,2015-01-30,54505000000.0,465000000.0,0.46,,214000000.0,591000000.0,,10741000000.0
AMZN,2015-04-24,50075000000.0,466000000.0,-0.12,,-57000000.0,255000000.0,,10873000000.0
AMZN,2015-07-24,52440000000.0,468000000.0,0.2,,92000000.0,464000000.0,,11768000000.0
AMZN,2015-10-23,56230000000.0,469000000.0,0.17,,79000000.0,406000000.0,,12430000000.0
AMZN,2016-01-29,65444000000.0,471000000.0,1.03,,482000000.0,1108000000.0,,13384000000.0
AMZN,2016-04-29,61128000000.0,472000000.0,1.09,,513000000.0,1071000000.0,,14756000000.0
AMZN,2016-07-29,65076000000.0,474000000.0,1.81,,857000000.0,1285000000.0,,16538000000.0
AMZN,2016-10-28,70897000000.0,475000000.0,0.53,,252000000.0,575000000.0,,17782000000.0
AMZN,2017-02-10,83402000000.0,477000000.0,1.57,,749000000.0,1255000000.0,,19285000000.0
AMZN,2017-04-28,80969000000.0,478000000.0,1.52,,724000000.0,1005000000.0,,21674000000.0
AMZN,2017-07-28,87781000000.0,480000000.0,0.41,,197000000.0,628000000.0,,23214000000.0
AMZN,2017-10-27,115267000000.0,482000000.0,0.53,,256000000.0,347000000.0,,24658000000.0
AMZN,2018-02-02,131310000000.0,484000000.0,3.85,,1856000000.0,2127000000.0,,27709000000.0
AMZN,2018-04-27,126362000000.0,485000000.0,3.36,,1629000000.0,1927000000.0,,31463000000.0
AMZN,2018-07-27,134100000000.0,487000000.0,5.21,,2534000000.0,2983000000.0,,34995000000.0
AMZN,2018-10-26,143695000000.0,489000000.0,5.91,,2883000000.0,3724000000.0,,39125000000.0
AMZN,2019-02-01,162648000000.0,491000000.0,6.18,,3027000000.0,3786000000.0,,43549000000.0
AMZN,2019-04-26,178102000000.0,492000000.0,7.24,,3561000000.0,4420000000.0,,48410000000.0
AMZN,2019-07-26,191351000000.0,494000000.0,5.32,,2625000000.0,3084000000.0,,53061000000.0
AMZN,2019-10-25,199099000000.0,495000000.0,4.31,,2134000000.0,3157000000.0,,56508000000.0
AMZN,2020-01-31,225248000000.0,498000000.0,6.58,,3268000000.0,3879000000.0,,62060000000.0
AMZN,2020-05-01,221238000000.0,499000000.0,5.09,,2535000000.0,3989000000.0,,65272000000.0
AMZN,2020-07-31,258314000000.0,501000000.0,10.5,,5243000000.0,5843000000.0,,73728000000.0
AMZN,2020-10-30,282179000000.0,502000000.0,12.63,,6331000000.0,6194000000.0,,82775000000.0
AMZN,2021-02-03,321195000000.0,503000000.0,14.38,,7222000000.0,6873000000.0,,93404000000.0
AMZN,2021-04-30,323077000000.0,504000000.0,16.09,,8107000000.0,8865000000.0,,103320000000.0
AMZN,2021-07-30,360319000000.0,506000000.0,15.4,,7778000000.0,7702000000.0,,114803000000.0
AMZN,2021-10-29,382406000000.0,507000000.0,6.23,,3156000000.0,4852000000.0,,120564000000.0
AMZN,2022-02-04,420549000000.0,509000000.0,65.96,,33364000000.0,24879000000.0,,138245000000.0
AMZN,2022-04-29,410767000000.0,509000000.0,-7.56,,-3844000000.0,3669000000.0,,134001000000.0
AMZN,2022-07-29,419728000000.0,10183000000.0,-0.2,,-2028000000.0,3317000000.0,,131402000000.0
AMZN,2022-10-28,428362000000.0,10198000000.0,0.28,,2872000000.0,2525000000.0,,137489000000.0
AMZN,2023-02-03,462675000000.0,10242000000.0,-0.27,,-2722000000.0,12248000000.0,,146043000000.0
AMZN,2023-04-28,464378000000.0,10258000000.0,0.31,,3172000000.0,4774000000.0,,154526000000.0
AMZN,2023-08-04,477607000000.0,10313000000.0,0.66,,6750000000.0,7681000000.0,,168602000000.0
AMZN,2023-10-27,486883000000.0,10330000000.0,0.96,,9879000000.0,11188000000.0,,182973000000.0
AMZN,2024-02-02,527854000000.0,10383000000.0,2.95,,30425000000.0,36852000000.0,,201875000000.0
AMZN,2024-05-01,530969000000.0,10403000000.0,1.0,,10431000000.0,15307000000.0,,216661000000.0
AMZN,2024-08-02,554818000000.0,10490000000.0,1.29,,13485000000.0,14672000000.0,,236447000000.0
AMZN,2024-11-01,584626000000.0,10511000000.0,1.46,,15328000000.0,17411000000.0,,259151000000.0
AMZN,2025-02-07,624894000000.0,10593000000.0,5.66,,59248000000.0,68593000000.0,,285970000000.0
AMZN,2025-05-02,643256000000.0,10613000000.0,1.62,,17127000000.0,18405000000.0,,305867000000.0
AMZN,2025-08-01,682170000000.0,10660000000.0,1.71,,18164000000.0,19171000000.0,,333775000000.0
AMZN,2025-10-31,727921000000.0,10687000000.0,1.98,,21187000000.0,17422000000.0,,369631000000.0
AMZN,2026-02-06,818042000000.0,10731000000.0,7.29,,77670000000.0,79975000000.0,,411065000000.0
COIN,2021-05-14,10201112000.0,,3.8,7344667000.0,771463000.0,987713000.0,1801112000.0,2304408000.0
COIN,2021-08-11,15790208000.0,,7.77,11166783000.0,1606349000.0,874725000.0,2227962000.0,4623425000.0
COIN,2021-11-10,18454271000.0,,1.92,13093774000.0,406100000.0,291808000.0,1311908000.0,5360497000.0
COIN,2022-02-25,21274425000.0,,17.47,14892736000.0,3624120000.0,3076570000.0,7839444000.0,6381689000.0
COIN,2022-05-10,20895194000.0,,-1.98,14399101000.0,-429659000.0,-554463000.0,1166436000.0,6496093000.0
COIN,2022-08-09,105468243000.0,,-4.95,99654854000.0,-1093654000.0,-1044389000.0,808325000.0,5813389000.0
COIN,2022-11-03,111168363000.0,,-2.43,105542048000.0,-544635000.0,-556484000.0,590339000.0,5626315000.0
COIN,2023-02-21,89724873000.0,,-11.81,84270316000.0,-2624949000.0,-2710208000.0,3194208000.0,5454557000.0
COIN,2023-05-04,139301859000.0,,-0.34,133626913000.0,-78896000.0,-123875000.0,772529000.0,5674946000.0
COIN,2023-08-03,137650575000.0,,-0.42,131895872000.0,-97405000.0,-73575000.0,707911000.0,5754703000.0
COIN,2023-11-02,127305595000.0,,-0.01,121384470000.0,-2265000.0,-79825000.0,674148000.0,5921125000.0
COIN,2024-02-15,206982953000.0,,0.4,200701304000.0,94871000.0,-161662000.0,3108383000.0,6281649000.0
COIN,2024-05-02,348036477000.0,,4.84,339965483000.0,1176245000.0,760461000.0,1637570000.0,8070994000.0
COIN,2024-08-01,286959173000.0,,0.15,278588404000.0,36150000.0,343117000.0,1449628000.0,8370769000.0
COIN,2024-10-30,290558608000.0,,0.3,281830486000.0,75495000.0,169513000.0,1205193000.0,8728122000.0
