date,ticker,adj_close,ret_1d,log_ret_1d,Volume
2022-01-03,AAPL,178.27032470703125,,,104487900
2022-01-04,AAPL,176.0077667236328,-0.012691725261154474,-0.01277295322002564,99310400
2022-01-05,AAPL,171.32598876953125,-0.026599837275663396,-0.026960014411709563,94537600
2022-01-06,AAPL,168.4659881591797,-0.016693326160801325,-0.016834230033867973,96904000
2022-01-07,AAPL,168.6324920654297,0.0009883532460728262,0.0009878651465866479,86709100
2022-01-10,AAPL,168.65208435058594,0.00011618333404372905,0.00011617658528289824,106765600
2022-01-11,AAPL,171.48269653320312,0.01678373672947342,0.016644446203305994,76138300
2022-01-12,AAPL,171.92347717285156,0.0025704088433382566,0.0025671109925350416,74805200
2022-01-13,AAPL,168.65208435058594,-0.019028191356184387,-0.019211557195841052,84505800
2022-01-14,AAPL,169.51402282714844,0.005110749030357242,0.005097733479837537,80440800
2022-01-18,AAPL,166.31121826171875,-0.018894039041805755,-0.019074812040612177,90956700
2022-01-19,AAPL,162.8145294189453,-0.02102497281494753,-0.021249145270280795,94815000
2022-01-20,AAPL,161.1298828125,-0.010347028686306436,-0.010400931331486452,91420500
2022-01-21,AAPL,159.07301330566406,-0.01276528891434392,-0.012847465300797348,122848900
2022-01-24,AAPL,158.2992401123047,-0.0048642643857669254,-0.004876133424846136,162294600
2022-01-25,AAPL,156.4970703125,-0.011384576442225125,-0.011449876817085664,115798400
2022-01-26,AAPL,156.40890502929688,-0.0005633669884494985,-0.0005635257392574456,108275300
2022-01-27,AAPL,155.9486083984375,-0.0029429055255719705,-0.0029472443867013774,121954600
2022-01-28,AAPL,166.83030700683594,0.06977746528264284,0.06745065047236837,179935700
2022-01-31,AAPL,171.1888427734375,0.026125563423095466,0.025790120764564137,115541600
2022-02-01,AAPL,171.02235412597656,-0.0009725437987876395,-0.0009730170263558237,86213900
2022-02-02,AAPL,172.2270965576172,0.007044356498292714,0.007019660927498041,84914300
2022-02-03,AAPL,169.34751892089844,-0.01671965500362138,-0.016861006212668565,89418100
2022-02-04,AAPL,169.06307983398438,-0.0016796176804156904,-0.00168102981964941,82465400
2022-02-07,AAPL,168.34719848632812,-0.004234403799807884,-0.004243394276091638,77251200
2022-02-08,AAPL,171.45603942871094,0.01846684097113327,0.018298399425368317,74829200
2022-02-09,AAPL,172.8780517578125,0.00829374301330943,0.008259538916581901,71285000
2022-02-10,AAPL,168.79827880859375,-0.023599137702767337,-0.023882057324401386,90865900
2022-02-11,AAPL,165.38546752929688,-0.02021828245752899,-0.02042546932869421,98670700
2022-02-14,AAPL,165.62081909179688,0.0014230486270403464,0.001422037052908619,86185500
2022-02-15,AAPL,169.4553985595703,0.023152762368890967,0.02288880365002694,62527400
2022-02-16,AAPL,169.2200164794922,-0.001389050346456644,-0.0013900159711936408,61177400
2022-02-17,AAPL,165.62081909179688,-0.021269335995671046,-0.02149878767883317,69589300
2022-02-18,AAPL,164.0713348388672,-0.009355612787247947,-0.009399651420043433,82772700
2022-02-22,AAPL,161.14886474609375,-0.017812191847183856,-0.017972738248965885,91162800
2022-02-23,AAPL,156.98086547851562,-0.02586427942973868,-0.026204641545710873,90009200
2022-02-24,AAPL,159.59934997558594,0.01668027812872941,0.016542690184928165,141147500
2022-02-25,AAPL,161.66860961914062,0.012965338792866099,0.012882008287140418,91974200
2022-02-28,AAPL,161.93338012695312,0.001637736035685844,0.001636396408462294,95056600
