date,ticker,adj_close,ret_1d,log_ret_1d,Volume,filed,Assets,Liabilities,StockholdersEquity,Revenues,NetIncomeLoss,OperatingIncomeLoss,EarningsPerShareBasic,CommonStockSharesOutstanding,ret_5d,ret_20d,vol_20d,vol_60d,target_ret_1d
2022-01-03,AAPL,178.27032470703125,,,1.1431412177293399,,,,,,,,,,,,,,-0.0126917252611544
2022-01-04,AAPL,176.0077667236328,-0.37358857278981733,-0.0127729532200256,1.028699828314594,,,,,,,,,,,,,,-0.0265998372756633
2022-01-05,AAPL,171.32598876953125,-0.766293838173559,-0.0269600144117095,0.9232037658522668,,,,,,,,,,,,,,-0.0166933261608013
2022-01-06,AAPL,168.4659881591797,-0.4865765715646564,-0.0168342300338679,0.9755097250818283,,,,,,,,,,,,,,0.0009883532460728
2022-01-07,AAPL,168.6324920654297,0.012678007105913752,0.0009878651465866,0.7501657326251615,,,,,,,,,,,,,,0.0001161833340437
2022-01-10,AAPL,168.65208435058594,-0.011948320062418043,0.0001161765852828,1.193486587631796,,,,,,,,,,-0.7272212645617734,,,,0.0167837367294734
2022-01-11,AAPL,171.48269653320312,0.4586717017364952,0.0166444462033059,0.5165129968983831,,,,,,,,,,-0.35853511338950467,,,,0.0025704088433382
2022-01-12,AAPL,171.92347717285156,0.05734845285209584,0.002567110992535,0.48704668763159464,,,,,,,,,,0.006333324424365446,,,,-0.0190281913561843
2022-01-13,AAPL,168.65208435058594,-0.5525031225754349,-0.019211557195841,0.7014648705686652,,,,,,,,,,-0.022871729686934347,,,,0.0051107490303572
2022-01-14,AAPL,169.51402282714844,0.1290767338917928,0.0050977334798375,0.6116137362430367,,,,,,,,,,0.02869218594566435,,,,-0.0188940390418057
2022-01-18,AAPL,166.31121826171875,-0.5487152381979628,-0.0190748120406121,0.8440529843254173,,,,,,,,,,-0.20909223700619375,,,,-0.0210249728149475
