date,AAPL,AMZN,COIN,GOOG,MSFT,NFLX,NIO,TSLA
2022-03-10,155.4607696533203,146.8175048828125,172.97000122070312,131.6942596435547,276.9034423828125,35.676998138427734,17.770000457763672,279.4333190917969
2022-03-11,151.743896484375,145.52450561523438,160.07000732421875,129.50418090820312,271.55126953125,34.03200149536133,16.06999969482422,265.1166687011719
2022-03-14,147.7132110595703,141.85299682617188,153.19000244140625,125.79749298095703,268.03167724609375,33.10100173950195,14.100000381469727,255.4566650390625
2022-03-15,152.09698486328125,147.3665008544922,155.97999572753906,128.69525146484375,278.4158630371094,34.375,14.930000305175781,267.2966613769531
2022-03-16,156.51011657714844,153.10400390625,172.52999877929688,132.69529724121094,285.43572998046875,35.75299835205078,18.75,280.07666015625
2022-03-17,157.5202178955078,157.23899841308594,177.22000122070312,133.59849548339844,286.2404479980469,37.13999938964844,18.81999969482422,290.5333251953125
2022-03-18,160.81539916992188,161.25050354003906,185.94000244140625,135.78311157226562,291.2920837402344,38.060001373291016,20.860000610351562,301.7966613769531
2022-03-21,162.18838500976562,161.4915008544922,176.80999755859375,135.4625244140625,290.0606384277344,37.45899963378906,20.260000228881836,307.0533447265625
2022-03-22,165.56201171875,164.88900756835938,186.0800018310547,139.23321533203125,294.8115539550781,38.29199981689453,21.770000457763672,331.32666015625
2022-03-23,166.9251708984375,163.4080047607422,183.11000061035156,137.47242736816406,290.3805847167969,37.44900131225586,21.8700008392334,333.03668212890625
2022-03-24,170.71070861816406,163.64950561523438,190.19000244140625,140.26004028320312,294.85040283203125,37.57099914550781,21.979999542236328,337.97332763671875
2022-03-25,171.34814453125,164.77349853515625,186.7100067138672,140.46795654296875,294.443115234375,37.3849983215332,19.90999984741211,336.8800048828125
2022-03-28,172.21115112304688,168.99049377441406,201.41000366210938,140.8932647705078,301.2496337890625,37.85100173950195,21.209999084472656,363.9466552734375
2022-03-29,175.50631713867188,169.31500244140625,204.52999877929688,142.18360900878906,305.8163146972656,39.18199920654297,21.8799991607666,366.5233459472656
2022-03-30,174.3393096923828,166.30099487304688,196.6999969482422,141.58261108398438,304.3135070800781,38.14699935913086,22.170000076293945,364.663330078125
2022-03-31,171.240234375,162.99749755859375,189.86000061035156,138.6099090576172,298.9323425292969,37.45899963378906,21.049999237060547,359.20001220703125
2022-04-01,170.946044921875,163.55999755859375,186.9600067138672,139.65257263183594,300.0085754394531,37.34700012207031,21.93000030517578,361.5299987792969
2022-04-04,174.9963836669922,168.34649658203125,191.64999389648438,142.5731964111328,305.38983154296875,39.150001525878906,23.850000381469727,381.8166809082031
2022-04-05,171.68153381347656,164.05499267578125,177.1699981689453,140.0128631591797,301.4241638183594,38.01499938964844,22.469999313354492,363.7533264160156
2022-04-06,168.51390075683594,158.75599670410156,166.83999633789062,136.15480041503906,290.3903503417969,36.834999084472656,21.68000030517578,348.586669921875
2022-04-07,168.81793212890625,157.7845001220703,166.19000244140625,135.44911193847656,292.2034606933594,36.21500015258789,20.360000610351562,352.4200134277344
2022-04-08,166.80747985839844,154.4604949951172,160.94000244140625,133.01287841796875,287.9372253417969,35.5880012512207,20.0,341.8299865722656
2022-04-11,162.55123901367188,151.1219940185547,153.8699951171875,128.8302764892578,276.5834655761719,34.79999923706055,19.700000762939453,325.30999755859375
2022-04-12,164.4243927001953,150.78750610351562,149.85000610351562,127.4188461303711,273.4807434082031,34.40999984741211,19.459999084472656,328.98333740234375
2022-04-13,167.11148071289062,155.54100036621094,154.7899932861328,129.31610107421875,278.87158203125,35.042999267578125,20.420000076293945,340.7900085449219
2022-04-14,162.10011291503906,151.7064971923828,147.2899932861328,126.30567932128906,271.31854248046875,34.112998962402344,19.649999618530273,328.3333435058594
2022-04-18,161.88438415527344,152.78500366210938,145.16000366210938,127.00840759277344,271.987548828125,33.7859992980957,19.170000076293945,334.7633361816406
2022-04-19,164.1693878173828,158.11549377441406,151.27000427246094,129.5592803955078,276.6221923828125,34.861000061035156,19.8700008392334,342.7166748046875
2022-04-20,164.002685546875,153.9980010986328,147.1300048828125,127.29080200195312,277.6499938964844,22.618999481201172,18.149999618530273,325.73333740234375
2022-04-21,163.2083282470703,148.29600524902344,137.32000732421875,124.0074234008789,272.2687683105469,21.82200050354004,17.149999618530273,336.260009765625
2022-04-22,158.66763305664062,144.35000610351562,131.52000427246094,118.72355651855469,265.69500732421875,21.552000045776367,17.18000030517578,335.01666259765625
2022-04-25,159.73663330078125,146.07400512695312,135.13999938964844,122.33248138427734,272.1814880371094,20.990999221801758,17.309999465942383,332.67333984375
2022-04-26,153.77395629882812,139.39100646972656,127.1500015258789,118.6163558959961,262.00091552734375,19.84000015258789,16.360000610351562,292.1400146484375
2022-04-27,153.54840087890625,138.16700744628906,122.55000305175781,114.16423797607422,274.60546875,18.854000091552734,16.760000228881836,293.836669921875
2022-04-28,160.48196411132812,144.59649658203125,122.69000244140625,118.5225601196289,280.8204345703125,19.95199966430664,16.93000030517578,292.5033264160156
2022-04-29,154.60755920410156,124.28150177001953,112.70999908447266,114.11064910888672,269.0788879394531,19.035999298095703,16.700000762939453,290.2533264160156
2022-05-02,154.91162109375,124.5,121.33999633789062,116.28485107421875,275.81744384765625,19.945999145507812,17.5,300.9800109863281
2022-05-03,156.40223693847656,124.25350189208984,123.55999755859375,117.2500991821289,273.20928955078125,19.98699951171875,17.530000686645508,303.0833435058594
2022-05-04,162.81602478027344,125.92849731445312,130.14999389648438,121.66251373291016,281.1598815917969,20.400999069213867,18.1299991607666,317.5400085449219
2022-05-05,153.7445526123047,116.40699768066406,114.25,115.87739562988281,268.9140319824219,18.832000732421875,15.380000114440918,291.09332275390625
2022-05-06,154.4713134765625,114.77249908447266,103.73999786376953,114.79899597167969,266.3737487792969,18.097000122070312,14.920000076293945,288.54998779296875
2022-05-09,149.3445281982422,108.78900146484375,83.51000213623047,112.24217224121094,256.53240966796875,17.309999465942383,13.550000190734863,262.3699951171875
2022-05-10,151.75082397460938,108.85900115966797,72.98999786376953,113.73149871826172,261.302734375,17.766000747680664,13.4399995803833,266.67999267578125
2022-05-11,143.88381958007812,105.37200164794922,53.720001220703125,113.11263275146484,252.62496948242188,16.636999130249023,12.710000038146973,244.6666717529297
2022-05-12,140.01417541503906,106.93049621582031,58.5,112.31858825683594,247.58319091796875,17.430999755859375,13.100000381469727,242.6666717529297
2022-05-13,144.48292541503906,113.05500030517578,67.87000274658203,115.64813232421875,253.1776580810547,18.763999938964844,14.3100004196167,256.5299987792969
2022-05-16,142.94097900390625,110.81050109863281,61.70000076293945,113.93795013427734,253.54612731933594,18.650999069213867,14.550000190734863,241.4566650390625
2022-05-17,146.57492065429688,115.36849975585938,70.0,115.83273315429688,258.7043151855469,19.055999755859375,16.6299991607666,253.8699951171875
2022-05-18,138.3052978515625,107.11250305175781,63.029998779296875,111.56425476074219,246.92559814453125,17.7189998626709,15.829999923706055,236.60333251953125
2022-05-19,134.8972625732422,107.31900024414062,67.41999816894531,109.92106628417969,246.0120391845703,18.347999572753906,16.65999984741211,236.47332763671875
2022-05-20,135.13294982910156,107.59100341796875,66.1500015258789,108.4992446899414,245.4483642578125,18.635000228881836,16.440000534057617,221.3000030517578
2022-05-23,140.55438232421875,107.55699920654297,66.0999984741211,110.83521270751953,253.31056213378906,18.743999481201172,16.0,224.96665954589844
2022-05-24,137.85350036621094,104.0999984741211,61.36000061035156,105.13745880126953,252.30960083007812,18.034000396728516,14.630000114440918,209.3866729736328
2022-05-25,138.01063537597656,106.7750015258789,67.16999816894531,105.05158996582031,255.12789916992188,18.783000946044922,14.640000343322754,219.60000610351562
2022-05-26,141.21240234375,111.07749938964844,69.87000274658203,107.48981475830078,258.4127502441406,19.139999389648438,16.030000686645508,235.91000366210938
2022-05-27,146.96775817871094,115.14649963378906,75.31999969482422,111.95929718017578,265.5460205078125,19.518999099731445,16.56999969482422,253.2100067138672
2022-05-31,146.18206787109375,120.20950317382812,78.0999984741211,113.19005584716797,264.21466064453125,19.743999481201172,17.389999389648438,252.75332641601562
2022-06-01,146.05438232421875,121.68399810791016,68.62999725341797,113.28731536865234,264.7491455078125,19.291000366210938,17.56999969482422,246.7899932861328
2022-06-02,148.50973510742188,125.51100158691406,73.81999969482422,116.86946105957031,266.8482971191406,20.509000778198242,18.850000381469727,258.3333435058594
2022-06-03,142.7838592529297,122.3499984741211,66.69000244140625,113.71115112304688,262.4167785644531,19.898000717163086,18.079999923706055,234.51666259765625
2022-06-06,143.53025817871094,124.79000091552734,70.66999816894531,116.13941955566406,261.18255615234375,19.714000701904297,19.18000030517578,238.27999877929688
2022-06-07,146.05438232421875,123.0,69.56999969482422,116.3568115234375,264.826904296875,19.861000061035156,19.649999618530273,238.8866729736328
2022-06-08,145.3177490234375,121.18000030517578,69.19999694824219,116.3652572631836,262.7957763671875,20.283000946044922,20.3799991607666,241.86666870117188
2022-06-09,140.0927734375,116.1500015258789,63.7599983215332,114.06251525878906,257.3340148925781,19.277000427246094,18.81999969482422,239.7066650390625
2022-06-10,134.68118286132812,109.6500015258789,58.709999084472656,110.5979995727539,245.8662872314453,18.29400062561035,18.139999389648438,232.22999572753906
2022-06-13,129.52493286132812,103.66999816894531,52.0099983215332,106.08087158203125,235.4384002685547,16.9689998626709,15.989999771118164,215.73666381835938
2022-06-14,130.38919067382812,102.30999755859375,51.58000183105469,106.39600372314453,237.6056365966797,16.753999710083008,18.65999984741211,220.88999938964844
2022-06-15,133.01150512695312,107.66999816894531,55.0099983215332,109.56873321533203,244.67092895507812,18.01099967956543,20.110000610351562,233.0
2022-06-16,127.73739624023438,103.66000366210938,51.04999923706055,105.8421630859375,238.07211303710938,17.334999084472656,19.18000030517578,213.10000610351562
2022-06-17,129.2106170654297,106.22000122070312,51.220001220703125,107.0625228881836,240.6765899658203,17.551000595092773,20.770000457763672,216.75999450683594
2022-06-21,133.44369506835938,108.68000030517578,57.4900016784668,111.18112182617188,246.59518432617188,17.090999603271484,22.65999984741211,237.0366668701172
2022-06-22,132.93296813964844,108.94999694824219,51.90999984741211,111.1999740600586,246.00234985351562,17.888999938964844,22.549999237060547,236.086669921875
2022-06-23,135.8008270263672,112.44000244140625,58.880001068115234,111.84564208984375,251.5709686279297,18.17099952697754,23.049999237060547,235.07000732421875
2022-06-24,139.13027954101562,116.45999908447266,62.709999084472656,117.65557098388672,260.1620788574219,19.084999084472656,24.079999923706055,245.7066650390625
2022-06-27,139.13027954101562,113.22000122070312,55.959999084472656,115.75431823730469,257.43121337890625,18.913999557495117,22.950000762939453,244.9199981689453
2022-06-28,134.98561096191406,107.4000015258789,51.18000030517578,111.73348236083984,249.258056640625,17.959999084472656,22.360000610351562,232.663330078125
2022-06-29,136.74363708496094,108.91999816894531,49.75,111.42082214355469,252.9315948486328,17.836000442504883,21.860000610351562,228.49000549316406
2022-06-30,134.2784881591797,106.20999908447266,47.02000045776367,108.55828094482422,249.59812927246094,17.48699951171875,21.719999313354492,224.47332763671875
2022-07-01,136.4490203857422,109.55999755859375,49.040000915527344,108.26896667480469,252.27069091796875,17.9950008392334,21.360000610351562,227.26333618164062
2022-07-05,139.03204345703125,113.5,55.40999984741211,113.0391845703125,255.44866943359375,18.58799934387207,22.18000030517578,233.06666564941406
2022-07-06,140.36776733398438,114.33000183105469,51.709999084472656,114.3558120727539,258.7140197753906,18.4060001373291,20.829999923706055,231.73333740234375
2022-07-07,143.7365264892578,116.33000183105469,57.459999084472656,118.41785430908203,260.8423767089844,18.927000045776367,22.5,244.5433349609375
2022-07-08,144.41415405273438,115.54000091552734,60.290000915527344,119.27391815185547,260.1231689453125,18.697999954223633,22.600000381469727,250.76333618164062
2022-07-11,142.28294372558594,111.75,53.880001068115234,115.65507507324219,257.0619201660156,17.733999252319336,20.56999969482422,234.3433380126953
2022-07-12,143.25526428222656,109.22000122070312,54.2400016784668,113.9945297241211,246.52711486816406,17.44499969482422,20.8700008392334,233.07000732421875
2022-07-13,142.8918914794922,110.4000015258789,53.099998474121094,111.3518295288086,245.60391235351562,17.6560001373291,21.09000015258789,237.0399932861328
2022-07-14,145.8186492919922,110.62999725341797,53.41999816894531,110.61041259765625,246.92559814453125,17.47800064086914,21.049999237060547,238.31333923339844
2022-07-15,147.48828125,113.55000305175781,53.790000915527344,111.92752075195312,249.4912567138672,18.910999298095703,20.719999313354492,240.06666564941406
2022-07-18,144.4436798095703,113.76000213623047,58.66999816894531,109.09181213378906,247.09078979492188,19.091999053955078,20.84000015258789,240.54666137695312
2022-07-19,148.303466796875,118.20999908447266,65.83000183105469,113.76673126220703,252.22207641601562,20.163000106811523,20.200000762939453,245.52999877929688
2022-07-20,150.30702209472656,122.7699966430664,75.2699966430664,113.84613037109375,254.88491821289062,21.643999099731445,20.3700008392334,247.5
2022-07-21,152.57582092285156,124.62999725341797,73.9800033569336,114.18360137939453,257.38262939453125,22.38800048828125,20.68000030517578,271.7066650390625
2022-07-22,151.33824157714844,122.41999816894531,70.81999969482422,107.55333709716797,253.02871704101562,22.04400062561035,19.239999771118164,272.24334716796875
2022-07-25,150.2186737060547,121.13999938964844,67.06999969482422,107.40444946289062,251.54180908203125,21.85099983215332,19.329999923706055,268.4333190917969
2022-07-26,148.8927459716797,114.80999755859375,52.93000030517578,104.65507507324219,244.80697631835938,21.391000747680664,19.040000915527344,258.8599853515625
2022-07-27,153.99009704589844,120.97000122070312,58.83000183105469,112.75432586669922,261.1727600097656,22.674999237060547,19.3799991607666,274.82000732421875
2022-07-28,154.5400848388672,122.27999877929688,62.25,113.73694610595703,268.62677001953125,22.601999282836914,19.489999771118164,280.8999938964844
2022-07-29,159.60791015625,134.9499969482422,62.959999084472656,115.77169036865234,272.8348693847656,22.489999771118164,19.729999542236328,297.1499938964844
2022-08-01,158.6257781982422,135.38999938964844,62.70000076293945,114.6203384399414,270.18182373046875,22.621000289916992,20.18000030517578,297.27667236328125
2022-08-02,157.1525421142578,134.16000366210938,67.2300033569336,115.0372085571289,267.0815734863281,22.142000198364258,20.18000030517578,300.586669921875
2022-08-03,163.16326904296875,139.52000427246094,80.80999755859375,117.89575958251953,274.5162048339844,22.67300033569336,20.299999237060547,307.39666748046875
2022-08-04,162.84902954101562,142.57000732421875,88.9000015258789,117.98509979248047,275.6629638671875,22.990999221801758,20.899999618530273,308.6333312988281
2022-08-05,162.62278747558594,140.8000030517578,93.05000305175781,117.33993530273438,274.9437561035156,22.67799949645996,20.219999313354492,288.1700134277344
2022-08-08,162.1506805419922,139.41000366210938,98.0199966430664,117.26053619384766,272.42669677734375,23.349000930786133,20.170000076293945,290.42333984375
2022-08-09,162.1999053955078,137.8300018310547,87.68000030517578,116.62529754638672,274.3509826660156,22.993999481201172,19.170000076293945,283.3333435058594
2022-08-10,166.44862365722656,142.69000244140625,94.13999938964844,119.75184631347656,281.0177917480469,24.410999298095703,20.049999237060547,294.3566589355469
2022-08-11,165.71104431152344,140.63999938964844,84.0,118.92801666259766,278.9380187988281,24.270000457763672,20.81999969482422,286.6300048828125
2022-08-12,169.261474609375,143.5500030517578,90.48999786376953,121.73695373535156,283.69036865234375,24.93000030517578,21.110000610351562,300.0299987792969
2022-08-15,170.33349609375,143.17999267578125,91.97000122070312,121.96524047851562,285.2063903808594,24.910999298095703,21.299999237060547,309.32000732421875
2022-08-16,170.17613220214844,144.77999877929688,90.38999938964844,121.59799194335938,284.4678039550781,24.569000244140625,20.90999984741211,306.5633239746094
2022-08-17,171.67108154296875,142.10000610351562,85.44000244140625,119.4242935180664,283.71795654296875,24.114999771118164,20.079999923706055,303.9966735839844
2022-08-18,171.27764892578125,142.3000030517578,83.47000122070312,119.96028900146484,282.5979309082031,24.517000198364258,19.90999984741211,302.8699951171875
2022-08-19,168.6910400390625,138.22999572753906,74.05999755859375,117.24068450927734,278.6827697753906,24.115999221801758,19.049999237060547,296.6666564941406
2022-08-22,164.80618286132812,133.22000122070312,71.47000122070312,114.21338653564453,270.5019836425781,22.65399932861328,18.950000762939453,289.913330078125
2022-08-23,164.47177124023438,133.6199951171875,71.18000030517578,113.91559600830078,269.2261962890625,22.454999923706055,18.290000915527344,296.4533386230469
2022-08-24,164.766845703125,133.8000030517578,71.4800033569336,113.84613037109375,268.5931701660156,22.961000442504883,18.8700008392334,297.0966796875
2022-08-25,167.22560119628906,137.27999877929688,71.37000274658203,116.82380676269531,271.5733337402344,23.398000717163086,20.079999923706055,296.07000732421875
2022-08-26,160.9213409423828,130.75,66.73999786376953,110.4714584350586,261.0940856933594,22.327999114990234,19.920000076293945,288.0899963378906
2022-08-29,158.71826171875,129.7899932861328,66.33999633789062,109.51859283447266,258.3086853027344,22.457000732421875,19.809999465942383,284.82000732421875
2022-08-30,156.28903198242188,128.72999572753906,67.02999877929688,109.09181213378906,256.1077575683594,22.065000534057617,19.829999923706055,277.70001220703125
2022-08-31,154.62684631347656,126.7699966430664,66.80000305175781,108.33744812011719,254.6468505859375,22.356000900268555,19.90999984741211,275.6099853515625
2022-09-01,155.3546905517578,127.81999969482422,65.52999877929688,109.72703552246094,253.60476684570312,23.003999710083008,18.790000915527344,277.1600036621094
2022-09-02,153.24014282226562,127.51000213623047,65.26000213623047,107.8709487915039,249.37806701660156,22.611000061035156,17.729999542236328,270.2099914550781
2022-09-06,151.9812469482422,126.11000061035156,62.779998779296875,106.67989349365234,246.641357421875,21.839000701904297,17.110000610351562,274.4200134277344
2022-09-07,153.38768005371094,129.47999572753906,68.25,109.65754699707031,251.35501098632812,22.895999908447266,17.479999542236328,283.70001220703125
2022-09-08,151.9123992919922,129.82000732421875,73.08000183105469,108.60543823242188,251.77383422851562,22.743999481201172,17.68000030517578,289.260009765625
2022-09-09,154.77439880371094,133.27000427246094,80.87000274658203,110.94786834716797,257.558837890625,23.35700035095215,19.15999984741211,299.67999267578125
2022-09-12,160.7344512939453,136.4499969482422,82.55000305175781,111.0372085571289,259.691650390625,23.652999877929688,21.75,304.4200134277344
2022-09-13,151.3026123046875,126.81999969482422,75.25,104.52603912353516,245.41424560546875,21.812999725341797,21.969999313354492,292.1300048828125
2022-09-14,152.7484130859375,128.5500030517578,78.69999694824219,105.08187103271484,245.63824462890625,22.41200065612793,21.940000534057617,302.6099853515625
2022-09-15,149.85687255859375,126.27999877929688,77.2300033569336,103.12654113769531,238.97674560546875,23.538000106811523,21.510000228881836,303.75
2022-09-16,148.21446228027344,123.52999877929688,74.0,102.85855865478516,238.35345458984375,24.01300048828125,20.149999618530273,303.3500061035156
2022-09-19,151.93209838867188,124.66000366210938,69.93000030517578,103.076904296875,238.13917541503906,24.363000869750977,20.899999618530273,309.07000732421875
2022-09-20,154.31216430664062,122.19000244140625,67.94000244140625,101.07193756103516,236.1232147216797,24.28499984741211,20.40999984741211,308.7300109863281
2022-09-21,151.1846160888672,118.54000091552734,67.63999938964844,99.26548767089844,232.7145538330078,23.687000274658203,18.299999237060547,300.79998779296875
2022-09-22,150.22079467773438,117.30999755859375,62.939998626708984,99.82131958007812,234.6915740966797,23.704999923706055,18.350000381469727,288.5899963378906
2022-09-23,147.94886779785156,113.77999877929688,61.880001068115234,98.43174743652344,231.71142578125,22.641000747680664,17.639999389648438,275.3299865722656
2022-09-26,148.28330993652344,115.1500015258789,62.279998779296875,98.07441711425781,231.25367736816406,22.406999588012695,17.6200008392334,276.010009765625
2022-09-27,149.25694274902344,114.41000366210938,63.04999923706055,97.35977935791016,230.24082946777344,22.43600082397461,17.190000534057617,282.94000244140625
2022-09-28,147.36859130859375,118.01000213623047,67.30999755859375,99.99005889892578,234.77923583984375,24.520000457763672,17.329999923706055,287.80999755859375
2022-09-29,140.1300048828125,114.80000305175781,61.939998626708984,97.35977935791016,231.3023681640625,23.97100067138672,15.579999923706055,268.2099914550781
2022-09-30,135.9205780029297,113.0,64.48999786376953,95.4342269897461,226.8224334716797,23.54400062561035,15.770000457763672,265.25
2022-10-03,140.10049438476562,115.87999725341797,65.94999694824219,98.56077575683594,234.4578094482422,23.90399932861328,15.489999771118164,242.39999389648438
2022-10-04,143.69032287597656,121.08999633789062,74.5,101.64763641357422,242.38540649414062,24.073999404907227,16.729999542236328,249.44000244140625
2022-10-05,143.98533630371094,120.94999694824219,72.97000122070312,101.45904541015625,242.69705200195312,23.67300033569336,16.040000915527344,240.80999755859375
2022-10-06,143.03134155273438,120.30000305175781,73.91000366210938,101.47889709472656,240.34991455078125,24.00200080871582,14.770000457763672,238.1300048828125
2022-10-07,137.77940368652344,114.55999755859375,67.0,98.82876586914062,228.12744140625,22.475000381469727,13.760000228881836,223.07000732421875
2022-10-10,138.10394287109375,113.66999816894531,67.04000091552734,97.97516632080078,223.26763916015625,22.99799919128418,13.279999732971191,222.9600067138672
2022-10-11,136.68768310546875,112.20999908447266,70.16000366210938,97.3200912475586,219.52786254882812,21.429000854492188,12.829999923706055,216.5
2022-10-12,136.0582733154297,112.9000015258789,69.94999694824219,97.56822967529297,219.85897827148438,22.086999893188477,12.880000114440918,217.24000549316406
2022-10-13,140.63160705566406,112.52999877929688,69.26000213623047,98.96772766113281,228.12744140625,23.250999450683594,12.779999732971191,221.72000122070312
2022-10-14,136.09764099121094,106.9000015258789,63.59000015258789,96.45657348632812,222.59564208984375,23.0,11.75,204.99000549316406
2022-10-17,140.06118774414062,113.79000091552734,69.16999816894531,100.0297622680664,231.3315887451172,24.510000228881836,12.210000038146973,219.35000610351562
